grafana  | ✔ Downloaded and extracted grafana-opensearch-datasource v2.24.0 zip successfully to /var/lib/grafana/plugins/grafana-opensearch-datasource
grafana  | logger=migrator t=2025-04-11T12:35:50.450115462Z level=info msg="Migration successfully executed" id="create seed assignment table" duration=316.167µs
grafana  | logger=migrator t=2025-04-11T12:35:50.453263545Z level=info msg="Executing migration" id="add unique index builtin_role_role_name"
grafana  | logger=migrator t=2025-04-11T12:35:50.453720879Z level=info msg="Migration successfully executed" id="add unique index builtin_role_role_name" duration=457.667µs
grafana  | logger=migrator t=2025-04-11T12:35:50.45485917Z level=info msg="Executing migration" id="add column hidden to role table"
grafana  | logger=migrator t=2025-04-11T12:35:50.458270462Z level=info msg="Migration successfully executed" id="add column hidden to role table" duration=3.41ms
grafana  | logger=migrator t=2025-04-11T12:35:50.459727545Z level=info msg="Executing migration" id="permission kind migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.463024087Z level=info msg="Migration successfully executed" id="permission kind migration" duration=3.2945ms
grafana  | logger=migrator t=2025-04-11T12:35:50.464094962Z level=info msg="Executing migration" id="permission attribute migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.467215879Z level=info msg="Migration successfully executed" id="permission attribute migration" duration=3.120292ms
grafana  | logger=migrator t=2025-04-11T12:35:50.468328337Z level=info msg="Executing migration" id="permission identifier migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.47150367Z level=info msg="Migration successfully executed" id="permission identifier migration" duration=3.174709ms
grafana  | logger=migrator t=2025-04-11T12:35:50.473845837Z level=info msg="Executing migration" id="add permission identifier index"
grafana  | logger=migrator t=2025-04-11T12:35:50.474232754Z level=info msg="Migration successfully executed" id="add permission identifier index" duration=387.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.475195879Z level=info msg="Executing migration" id="add permission action scope role_id index"
grafana  | logger=migrator t=2025-04-11T12:35:50.475575212Z level=info msg="Migration successfully executed" id="add permission action scope role_id index" duration=379.542µs
grafana  | logger=migrator t=2025-04-11T12:35:50.476537587Z level=info msg="Executing migration" id="remove permission role_id action scope index"
grafana  | logger=migrator t=2025-04-11T12:35:50.47697617Z level=info msg="Migration successfully executed" id="remove permission role_id action scope index" duration=438.833µs
grafana  | logger=migrator t=2025-04-11T12:35:50.477893087Z level=info msg="Executing migration" id="add group mapping UID column to user_role table"
grafana  | logger=migrator t=2025-04-11T12:35:50.481059504Z level=info msg="Migration successfully executed" id="add group mapping UID column to user_role table" duration=3.166167ms
grafana  | logger=migrator t=2025-04-11T12:35:50.481909295Z level=info msg="Executing migration" id="add user_role org ID, user ID, role ID, group mapping UID index"
grafana  | logger=migrator t=2025-04-11T12:35:50.482347545Z level=info msg="Migration successfully executed" id="add user_role org ID, user ID, role ID, group mapping UID index" duration=437.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.484404045Z level=info msg="Executing migration" id="remove user_role org ID, user ID, role ID index"
grafana  | logger=migrator t=2025-04-11T12:35:50.48486142Z level=info msg="Migration successfully executed" id="remove user_role org ID, user ID, role ID index" duration=458µs
grafana  | logger=migrator t=2025-04-11T12:35:50.48895567Z level=info msg="Executing migration" id="create query_history table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.48933167Z level=info msg="Migration successfully executed" id="create query_history table v1" duration=377.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.490140379Z level=info msg="Executing migration" id="add index query_history.org_id-created_by-datasource_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.490538795Z level=info msg="Migration successfully executed" id="add index query_history.org_id-created_by-datasource_uid" duration=398.667µs
grafana  | logger=migrator t=2025-04-11T12:35:50.491566754Z level=info msg="Executing migration" id="alter table query_history alter column created_by type to bigint"
grafana  | logger=migrator t=2025-04-11T12:35:50.491591337Z level=info msg="Migration successfully executed" id="alter table query_history alter column created_by type to bigint" duration=23.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.493830045Z level=info msg="Executing migration" id="create query_history_details table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.494234045Z level=info msg="Migration successfully executed" id="create query_history_details table v1" duration=403.458µs
grafana  | logger=migrator t=2025-04-11T12:35:50.495104004Z level=info msg="Executing migration" id="rbac disabled migrator"
grafana  | logger=migrator t=2025-04-11T12:35:50.495131754Z level=info msg="Migration successfully executed" id="rbac disabled migrator" duration=28.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.496094004Z level=info msg="Executing migration" id="teams permissions migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.496460962Z level=info msg="Migration successfully executed" id="teams permissions migration" duration=367.584µs
grafana  | logger=migrator t=2025-04-11T12:35:50.497586837Z level=info msg="Executing migration" id="dashboard permissions"
grafana  | logger=migrator t=2025-04-11T12:35:50.498094462Z level=info msg="Migration successfully executed" id="dashboard permissions" duration=508.208µs
grafana  | logger=migrator t=2025-04-11T12:35:50.498983712Z level=info msg="Executing migration" id="dashboard permissions uid scopes"
grafana  | logger=migrator t=2025-04-11T12:35:50.499336754Z level=info msg="Migration successfully executed" id="dashboard permissions uid scopes" duration=353.333µs
grafana  | logger=migrator t=2025-04-11T12:35:50.502603545Z level=info msg="Executing migration" id="drop managed folder create actions"
grafana  | logger=migrator t=2025-04-11T12:35:50.502718379Z level=info msg="Migration successfully executed" id="drop managed folder create actions" duration=114.208µs
grafana  | logger=migrator t=2025-04-11T12:35:50.50371392Z level=info msg="Executing migration" id="alerting notification permissions"
grafana  | logger=migrator t=2025-04-11T12:35:50.50392867Z level=info msg="Migration successfully executed" id="alerting notification permissions" duration=215.042µs
grafana  | logger=migrator t=2025-04-11T12:35:50.50493867Z level=info msg="Executing migration" id="create query_history_star table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.505304045Z level=info msg="Migration successfully executed" id="create query_history_star table v1" duration=365.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.506468712Z level=info msg="Executing migration" id="add index query_history.user_id-query_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.506975754Z level=info msg="Migration successfully executed" id="add index query_history.user_id-query_uid" duration=505.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.510752754Z level=info msg="Executing migration" id="add column org_id in query_history_star"
grafana  | logger=migrator t=2025-04-11T12:35:50.514148587Z level=info msg="Migration successfully executed" id="add column org_id in query_history_star" duration=3.395791ms
grafana  | logger=migrator t=2025-04-11T12:35:50.514904545Z level=info msg="Executing migration" id="alter table query_history_star_mig column user_id type to bigint"
grafana  | logger=migrator t=2025-04-11T12:35:50.514927129Z level=info msg="Migration successfully executed" id="alter table query_history_star_mig column user_id type to bigint" duration=22.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.515843379Z level=info msg="Executing migration" id="create correlation table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.516272337Z level=info msg="Migration successfully executed" id="create correlation table v1" duration=429.416µs
grafana  | logger=migrator t=2025-04-11T12:35:50.517730837Z level=info msg="Executing migration" id="add index correlations.uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.518152629Z level=info msg="Migration successfully executed" id="add index correlations.uid" duration=422µs
grafana  | logger=migrator t=2025-04-11T12:35:50.519319337Z level=info msg="Executing migration" id="add index correlations.source_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.519827462Z level=info msg="Migration successfully executed" id="add index correlations.source_uid" duration=508.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.521356004Z level=info msg="Executing migration" id="add correlation config column"
grafana  | logger=migrator t=2025-04-11T12:35:50.524987379Z level=info msg="Migration successfully executed" id="add correlation config column" duration=3.631125ms
grafana  | logger=migrator t=2025-04-11T12:35:50.526316795Z level=info msg="Executing migration" id="drop index IDX_correlation_uid - v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.52675917Z level=info msg="Migration successfully executed" id="drop index IDX_correlation_uid - v1" duration=442.709µs
grafana  | logger=migrator t=2025-04-11T12:35:50.52866292Z level=info msg="Executing migration" id="drop index IDX_correlation_source_uid - v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.529805045Z level=info msg="Migration successfully executed" id="drop index IDX_correlation_source_uid - v1" duration=1.143125ms
grafana  | logger=migrator t=2025-04-11T12:35:50.531679879Z level=info msg="Executing migration" id="Rename table correlation to correlation_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.541461629Z level=info msg="Migration successfully executed" id="Rename table correlation to correlation_tmp_qwerty - v1" duration=9.781ms
grafana  | logger=migrator t=2025-04-11T12:35:50.543512879Z level=info msg="Executing migration" id="create correlation v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.544121129Z level=info msg="Migration successfully executed" id="create correlation v2" duration=608.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.545784045Z level=info msg="Executing migration" id="create index IDX_correlation_uid - v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.546320837Z level=info msg="Migration successfully executed" id="create index IDX_correlation_uid - v2" duration=537.583µs
grafana  | logger=migrator t=2025-04-11T12:35:50.548155837Z level=info msg="Executing migration" id="create index IDX_correlation_source_uid - v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.54867717Z level=info msg="Migration successfully executed" id="create index IDX_correlation_source_uid - v2" duration=521.584µs
grafana  | logger=migrator t=2025-04-11T12:35:50.55024092Z level=info msg="Executing migration" id="create index IDX_correlation_org_id - v2"
